time	V(out)
1.098604999875534e-003	-1.003123e+000
1.114229999875534e-003	-1.136207e+000
1.129854999875534e-003	-1.258351e+000
1.145479999875534e-003	-1.368379e+000
1.161104999875534e-003	-1.465230e+000
1.176729999875534e-003	-1.547972e+000
1.192354999875534e-003	-1.615807e+000
1.207979999875534e-003	-1.668081e+000
1.223604999875534e-003	-1.704291e+000
1.239229999875534e-003	-1.724088e+000
1.254854999875534e-003	-1.727280e+000
1.270479999875534e-003	-1.713838e+000
1.286104999875534e-003	-1.683889e+000
1.301729999875534e-003	-1.637723e+000
1.317354999875534e-003	-1.575784e+000
1.332979999875534e-003	-1.498669e+000
1.348604999875534e-003	-1.407121e+000
1.364229999875534e-003	-1.302022e+000
1.379854999875534e-003	-1.184384e+000
1.395479999875534e-003	-1.055341e+000
1.411104999875534e-003	-9.161363e-001
1.426729999875534e-003	-7.681111e-001
1.442354999875534e-003	-6.126917e-001
1.457979999875535e-003	-4.513755e-001
1.473604999875535e-003	-2.857164e-001
1.489229999875535e-003	-1.173105e-001
1.504854999875535e-003	5.221895e-002
1.520479999875535e-003	2.212387e-001
1.536104999875535e-003	3.881221e-001
1.551729999875535e-003	5.512618e-001
1.567354999875535e-003	7.090864e-001
1.582979999875535e-003	8.600762e-001
1.598604999875535e-003	1.002778e+000
1.614229999875535e-003	1.135817e+000
1.629854999875535e-003	1.257914e+000
1.645479999875535e-003	1.367894e+000
1.661104999875535e-003	1.464698e+000
1.676729999875535e-003	1.547394e+000
1.692354999875535e-003	1.615189e+000
1.707979999875535e-003	1.667428e+000
1.723604999875535e-003	1.703611e+000
1.739229999875535e-003	1.723388e+000
1.754854999875535e-003	1.726571e+000
1.770479999875535e-003	1.713128e+000
1.786104999875535e-003	1.683188e+000
1.801729999875535e-003	1.637041e+000
1.817354999875535e-003	1.575129e+000
1.832979999875535e-003	1.498048e+000
1.848604999875535e-003	1.406541e+000
1.864229999875535e-003	1.301486e+000
1.879854999875535e-003	1.183896e+000
1.895479999875535e-003	1.054902e+000
1.911104999875535e-003	9.157447e-001
1.926729999875535e-003	7.677644e-001
1.942354999875535e-003	6.123853e-001
1.957979999875535e-003	4.511035e-001
1.973604999875535e-003	2.854722e-001
1.989229999875535e-003	1.170864e-001
2.004854999875535e-003	-5.243332e-002
2.020479999875535e-003	-2.214543e-001
2.036104999875535e-003	-3.883475e-001
2.051729999875535e-003	-5.515052e-001
2.067354999875535e-003	-7.093562e-001
2.082979999875535e-003	-8.603797e-001
2.098604999875535e-003	-1.003121e+000
2.114229999875535e-003	-1.136205e+000
2.129854999875535e-003	-1.258349e+000
2.145479999875535e-003	-1.368377e+000
2.161104999875535e-003	-1.465228e+000
2.176729999875535e-003	-1.547970e+000
2.192354999875535e-003	-1.615805e+000
2.207979999875535e-003	-1.668079e+000
2.223604999875535e-003	-1.704289e+000
2.239229999875535e-003	-1.724086e+000
2.254854999875535e-003	-1.727278e+000
2.270479999875535e-003	-1.713835e+000
2.286104999875535e-003	-1.683887e+000
2.301729999875535e-003	-1.637721e+000
2.317354999875535e-003	-1.575782e+000
2.332979999875535e-003	-1.498667e+000
