time	V(n001)	V(n006)
3.144760330429333e-01	-3.020426e+01	3.020426e+01
3.148363933776588e-01	-3.020459e+01	3.020459e+01
3.152391451944879e-01	-3.020497e+01	3.020497e+01
3.156892632359011e-01	-3.020515e+01	3.020515e+01
3.164189636095355e-01	-3.020518e+01	3.020518e+01
3.173955261095355e-01	-3.020518e+01	3.020518e+01
3.183720886095355e-01	-3.020518e+01	3.020518e+01
3.193486511095355e-01	-3.020518e+01	3.020518e+01
3.203252136095355e-01	-3.020518e+01	3.020518e+01
3.213017761095355e-01	-3.020518e+01	3.020518e+01
3.222783386095355e-01	-3.020518e+01	3.020518e+01
3.232549011095355e-01	-3.020518e+01	3.020518e+01
3.240331088135043e-01	-3.020518e+01	3.020518e+01
3.243762552341258e-01	-3.020518e+01	3.020518e+01
3.247155528198650e-01	-3.020533e+01	3.020533e+01
3.251373953003697e-01	-3.020582e+01	3.020582e+01
3.255236965093829e-01	-3.020622e+01	3.020622e+01
3.261512622822384e-01	-3.020640e+01	3.020640e+01
3.271278247822384e-01	-3.020640e+01	3.020640e+01
3.281043872822384e-01	-3.020640e+01	3.020640e+01
3.290809497822384e-01	-3.020640e+01	3.020640e+01
3.300575122822384e-01	-3.020640e+01	3.020640e+01
3.310340747822384e-01	-3.020640e+01	3.020640e+01
3.320106372822384e-01	-3.020640e+01	3.020640e+01
3.329871997822384e-01	-3.020640e+01	3.020640e+01
3.339637622822384e-01	-3.020640e+01	3.020640e+01
3.343244421318864e-01	-3.020640e+01	3.020640e+01
3.346531730895988e-01	-3.020671e+01	3.020671e+01
3.349910901699122e-01	-3.020765e+01	3.020765e+01
3.352966883739516e-01	-3.020845e+01	3.020845e+01
3.357828333775565e-01	-3.020881e+01	3.020881e+01
3.365697587277893e-01	-3.020881e+01	3.020881e+01
3.375463212277893e-01	-3.020881e+01	3.020881e+01
3.385228837277893e-01	-3.020881e+01	3.020881e+01
3.394994462277893e-01	-3.020881e+01	3.020881e+01
3.404760087277893e-01	-3.020881e+01	3.020881e+01
3.414525712277893e-01	-3.020881e+01	3.020881e+01
3.415746415402893e-01	-3.020881e+01	3.020881e+01
3.418187821652893e-01	-3.020881e+01	3.020881e+01
3.423070634152893e-01	-3.020881e+01	3.020881e+01
3.430900759702663e-01	-3.020881e+01	3.020881e+01
3.439681565243119e-01	-3.020881e+01	3.020881e+01
3.443277199389752e-01	-3.020881e+01	3.020881e+01
3.446571535690210e-01	-3.020905e+01	3.020905e+01
3.449583096365506e-01	-3.020972e+01	3.020972e+01
3.452845037155447e-01	-3.021042e+01	3.021042e+01
3.457630247587816e-01	-3.021073e+01	3.021073e+01
3.465378691367574e-01	-3.021074e+01	3.021074e+01
3.475144316367574e-01	-3.021074e+01	3.021074e+01
3.484909941367574e-01	-3.021074e+01	3.021074e+01
3.494675566367574e-01	-3.021074e+01	3.021074e+01
3.504441191367574e-01	-3.021074e+01	3.021074e+01
3.514206816367574e-01	-3.021074e+01	3.021074e+01
3.523972441367574e-01	-3.021074e+01	3.021074e+01
3.533738066367574e-01	-3.021074e+01	3.021074e+01
3.540791541082458e-01	-3.021074e+01	3.021074e+01
3.544107559225666e-01	-3.021075e+01	3.021075e+01
3.547572218979287e-01	-3.021082e+01	3.021082e+01
3.552096160251638e-01	-3.021098e+01	3.021098e+01
3.556412264864508e-01	-3.021110e+01	3.021110e+01
3.563414015177921e-01	-3.021114e+01	3.021114e+01
3.573179640177921e-01	-3.021114e+01	3.021114e+01
3.582945265177921e-01	-3.021114e+01	3.021114e+01
3.592710890177921e-01	-3.021114e+01	3.021114e+01
3.602476515177921e-01	-3.021114e+01	3.021114e+01
3.612242140177921e-01	-3.021114e+01	3.021114e+01
3.622007765177921e-01	-3.021114e+01	3.021114e+01
3.631773390177921e-01	-3.021114e+01	3.021114e+01
3.640027202097624e-01	-3.021114e+01	3.021114e+01
3.641342730659120e-01	-3.021114e+01	3.021114e+01
3.643096768741115e-01	-3.021114e+01	3.021114e+01
3.646604844905104e-01	-3.021138e+01	3.021138e+01
3.649630455526321e-01	-3.021202e+01	3.021202e+01
3.652862641951202e-01	-3.021267e+01	3.021267e+01
3.657658869375650e-01	-3.021296e+01	3.021296e+01
3.665424780620131e-01	-3.021297e+01	3.021297e+01
3.675190405620131e-01	-3.021297e+01	3.021297e+01
3.684956030620131e-01	-3.021297e+01	3.021297e+01
3.694721655620131e-01	-3.021297e+01	3.021297e+01
3.704487280620131e-01	-3.021297e+01	3.021297e+01
3.714252905620131e-01	-3.021297e+01	3.021297e+01
3.724018530620131e-01	-3.021297e+01	3.021297e+01
3.733784155620131e-01	-3.021297e+01	3.021297e+01
3.740809268364602e-01	-3.021297e+01	3.021297e+01
3.744120856865841e-01	-3.021298e+01	3.021298e+01
3.747588304563674e-01	-3.021304e+01	3.021304e+01
3.752102168154040e-01	-3.021319e+01	3.021319e+01
3.756422039437760e-01	-3.021330e+01	3.021330e+01
3.763429806913752e-01	-3.021334e+01	3.021334e+01
3.773195431913752e-01	-3.021334e+01	3.021334e+01
3.782961056913752e-01	-3.021334e+01	3.021334e+01
3.792726681913752e-01	-3.021334e+01	3.021334e+01
3.802492306913752e-01	-3.021334e+01	3.021334e+01
3.812257931913752e-01	-3.021334e+01	3.021334e+01
3.822023556913752e-01	-3.021334e+01	3.021334e+01
3.831789181913752e-01	-3.021334e+01	3.021334e+01
3.840033419414903e-01	-3.021334e+01	3.021334e+01
3.843539924716761e-01	-3.021334e+01	3.021334e+01
3.846887326752818e-01	-3.021356e+01	3.021356e+01
3.850542398149880e-01	-3.021425e+01	3.021425e+01
3.853883180466351e-01	-3.021483e+01	3.021483e+01
3.859317007322391e-01	-3.021508e+01	3.021508e+01
3.868087822379996e-01	-3.021508e+01	3.021508e+01
3.877853447379996e-01	-3.021508e+01	3.021508e+01
3.887619072379996e-01	-3.021508e+01	3.021508e+01
3.897384697379996e-01	-3.021508e+01	3.021508e+01
3.907150322379996e-01	-3.021508e+01	3.021508e+01
3.916915947379996e-01	-3.021508e+01	3.021508e+01
3.926681572379996e-01	-3.021508e+01	3.021508e+01
3.936447197379996e-01	-3.021508e+01	3.021508e+01
3.941821141191466e-01	-3.021508e+01	3.021508e+01
3.944881642196892e-01	-3.021516e+01	3.021516e+01
3.948511517961208e-01	-3.021544e+01	3.021544e+01
3.952446417999335e-01	-3.021576e+01	3.021576e+01
3.956982034925381e-01	-3.021589e+01	3.021589e+01
3.964333883116261e-01	-3.021591e+01	3.021591e+01
3.974099508116261e-01	-3.021591e+01	3.021591e+01
3.983865133116261e-01	-3.021591e+01	3.021591e+01
3.993630758116261e-01	-3.021591e+01	3.021591e+01
4.003396383116261e-01	-3.021591e+01	3.021591e+01
4.013162008116261e-01	-3.021591e+01	3.021591e+01
4.022927633116261e-01	-3.021591e+01	3.021591e+01
4.032693258116261e-01	-3.021591e+01	3.021591e+01
4.040387282181920e-01	-3.021591e+01	3.021591e+01
4.043804616552093e-01	-3.021591e+01	3.021591e+01
4.047206264345262e-01	-3.021601e+01	3.021601e+01
4.051436593917369e-01	-3.021632e+01	3.021632e+01
4.055338926098573e-01	-3.021658e+01	3.021658e+01
4.061677765808973e-01	-3.021669e+01	3.021669e+01
4.071443390808973e-01	-3.021669e+01	3.021669e+01
4.081209015808973e-01	-3.021669e+01	3.021669e+01
4.090974640808973e-01	-3.021669e+01	3.021669e+01
4.100740265808973e-01	-3.021669e+01	3.021669e+01
4.110505890808973e-01	-3.021669e+01	3.021669e+01
4.120271515808973e-01	-3.021669e+01	3.021669e+01
4.130037140808973e-01	-3.021669e+01	3.021669e+01
4.139802765808973e-01	-3.021669e+01	3.021669e+01
4.143367645277583e-01	-3.021669e+01	3.021669e+01
4.146680160844046e-01	-3.021691e+01	3.021691e+01
4.149789815392106e-01	-3.021754e+01	3.021754e+01
4.152921877316429e-01	-3.021814e+01	3.021814e+01
4.157755169878518e-01	-3.021840e+01	3.021840e+01
4.165579823557325e-01	-3.021841e+01	3.021841e+01
4.175345448557325e-01	-3.021841e+01	3.021841e+01
4.185111073557325e-01	-3.021841e+01	3.021841e+01
4.194876698557325e-01	-3.021841e+01	3.021841e+01
4.204642323557325e-01	-3.021841e+01	3.021841e+01
4.214407948557325e-01	-3.021841e+01	3.021841e+01
4.224173573557325e-01	-3.021841e+01	3.021841e+01
4.233939198557325e-01	-3.021841e+01	3.021841e+01
4.240868840841102e-01	-3.021841e+01	3.021841e+01
4.244165551551784e-01	-3.021842e+01	3.021842e+01
4.247642383150058e-01	-3.021847e+01	3.021847e+01
4.252122363473240e-01	-3.021858e+01	3.021858e+01
4.256454895922146e-01	-3.021866e+01	3.021866e+01
4.263482886858865e-01	-3.021869e+01	3.021869e+01
4.273248511858865e-01	-3.021869e+01	3.021869e+01
4.283014136858865e-01	-3.021869e+01	3.021869e+01
4.292779761858865e-01	-3.021869e+01	3.021869e+01
4.302545386858865e-01	-3.021869e+01	3.021869e+01
4.312311011858865e-01	-3.021869e+01	3.021869e+01
4.322076636858865e-01	-3.021869e+01	3.021869e+01
4.331842261858865e-01	-3.021869e+01	3.021869e+01
4.340054307914893e-01	-3.021869e+01	3.021869e+01
4.343555536603795e-01	-3.021869e+01	3.021869e+01
4.346906116606437e-01	-3.021889e+01	3.021889e+01
4.350575760600827e-01	-3.021951e+01	3.021951e+01
4.353937501929218e-01	-3.022003e+01	3.022003e+01
4.359405202743237e-01	-3.022026e+01	3.022026e+01
4.368229053474585e-01	-3.022026e+01	3.022026e+01
4.377994678474585e-01	-3.022026e+01	3.022026e+01
4.387760303474585e-01	-3.022026e+01	3.022026e+01
4.397525928474585e-01	-3.022026e+01	3.022026e+01
4.407291553474585e-01	-3.022026e+01	3.022026e+01
4.417057178474585e-01	-3.022026e+01	3.022026e+01
4.426822803474585e-01	-3.022026e+01	3.022026e+01
4.436588428474585e-01	-3.022026e+01	3.022026e+01
4.441874238428591e-01	-3.022026e+01	3.022026e+01
4.444921655715856e-01	-3.022033e+01	3.022033e+01
4.448560226855076e-01	-3.022056e+01	3.022056e+01
4.452464554565295e-01	-3.022081e+01	3.022081e+01
4.457011533142228e-01	-3.022092e+01	3.022092e+01
4.464381469651736e-01	-3.022093e+01	3.022093e+01
4.474147094651736e-01	-3.022093e+01	3.022093e+01
4.483912719651736e-01	-3.022093e+01	3.022093e+01
4.493678344651736e-01	-3.022093e+01	3.022093e+01
4.503443969651736e-01	-3.022093e+01	3.022093e+01
4.513209594651736e-01	-3.022093e+01	3.022093e+01
4.522975219651736e-01	-3.022093e+01	3.022093e+01
4.532740844651736e-01	-3.022093e+01	3.022093e+01
4.540405799146702e-01	-3.022093e+01	3.022093e+01
4.543818479986099e-01	-3.022093e+01	3.022093e+01
4.547222990051034e-01	-3.022102e+01	3.022102e+01
4.551457243444808e-01	-3.022130e+01	3.022130e+01
4.551946655102259e-01	-3.022133e+01	3.022133e+01
4.552925478417160e-01	-3.022136e+01	3.022136e+01
4.554883125046963e-01	-3.022137e+01	3.022137e+01
4.558798418306571e-01	-3.022137e+01	3.022137e+01
4.566629004825784e-01	-3.022137e+01	3.022137e+01
4.576394629825784e-01	-3.022137e+01	3.022137e+01
4.586160254825784e-01	-3.022137e+01	3.022137e+01
4.595925879825784e-01	-3.022137e+01	3.022137e+01
4.605691504825784e-01	-3.022137e+01	3.022137e+01
4.615457129825784e-01	-3.022137e+01	3.022137e+01
4.616677832950784e-01	-3.022137e+01	3.022137e+01
4.619119239200784e-01	-3.022137e+01	3.022137e+01
4.624002051700784e-01	-3.022137e+01	3.022137e+01
4.631557051118257e-01	-3.022137e+01	3.022137e+01
4.639941896686630e-01	-3.022137e+01	3.022137e+01
4.643471540677578e-01	-3.022137e+01	3.022137e+01
4.646805054701820e-01	-3.022155e+01	3.022155e+01
4.650396311865587e-01	-3.022211e+01	3.022211e+01
4.653645315521343e-01	-3.022258e+01	3.022258e+01
4.658930731601278e-01	-3.022279e+01	3.022279e+01
4.667468746047564e-01	-3.022279e+01	3.022279e+01
4.677234371047564e-01	-3.022279e+01	3.022279e+01
4.686999996047564e-01	-3.022279e+01	3.022279e+01
4.696765621047564e-01	-3.022279e+01	3.022279e+01
4.706531246047564e-01	-3.022279e+01	3.022279e+01
4.716296871047564e-01	-3.022279e+01	3.022279e+01
4.726062496047564e-01	-3.022279e+01	3.022279e+01
4.735828121047564e-01	-3.022279e+01	3.022279e+01
4.741587818800667e-01	-3.022279e+01	3.022279e+01
4.744705918586990e-01	-3.022283e+01	3.022283e+01
4.748297782462586e-01	-3.022298e+01	3.022298e+01
4.752366807588398e-01	-3.022316e+01	3.022316e+01
4.756852546728647e-01	-3.022325e+01	3.022325e+01
4.764124948700724e-01	-3.022326e+01	3.022326e+01
4.765345651825724e-01	-3.022326e+01	3.022326e+01
4.767787058075724e-01	-3.022326e+01	3.022326e+01
4.772669870575724e-01	-3.022326e+01	3.022326e+01
4.779716917648330e-01	-3.022326e+01	3.022326e+01
4.789482542648330e-01	-3.022326e+01	3.022326e+01
4.799248167648330e-01	-3.022326e+01	3.022326e+01
4.809013792648330e-01	-3.022326e+01	3.022326e+01
4.818779417648330e-01	-3.022326e+01	3.022326e+01
4.820000120773330e-01	-3.022326e+01	3.022326e+01
4.822441527023330e-01	-3.022326e+01	3.022326e+01
4.827324339523330e-01	-3.022326e+01	3.022326e+01
4.834171335204160e-01	-3.022326e+01	3.022326e+01
4.841367174270433e-01	-3.022326e+01	3.022326e+01
4.842185799596660e-01	-3.022326e+01	3.022326e+01
4.843823050249114e-01	-3.022326e+01	3.022326e+01
4.847097551554021e-01	-3.022335e+01	3.022335e+01
4.851302368661246e-01	-3.022364e+01	3.022364e+01
4.855120442731287e-01	-3.022387e+01	3.022387e+01
4.861323854154476e-01	-3.022397e+01	3.022397e+01
4.871089479154476e-01	-3.022397e+01	3.022397e+01
4.880855104154476e-01	-3.022397e+01	3.022397e+01
4.890620729154476e-01	-3.022397e+01	3.022397e+01
4.900386354154476e-01	-3.022397e+01	3.022397e+01
4.910151979154476e-01	-3.022397e+01	3.022397e+01
4.919917604154476e-01	-3.022397e+01	3.022397e+01
4.929683229154476e-01	-3.022397e+01	3.022397e+01
4.939448854154476e-01	-3.022397e+01	3.022397e+01
4.943103697944598e-01	-3.022397e+01	3.022397e+01
4.946356874361561e-01	-3.022414e+01	3.022414e+01
4.949600304338241e-01	-3.022464e+01	3.022464e+01
4.952851433929639e-01	-3.022512e+01	3.022512e+01
4.957640647494259e-01	-3.022532e+01	3.022532e+01
4.965395438631879e-01	-3.022533e+01	3.022533e+01
4.966616141756879e-01	-3.022533e+01	3.022533e+01
4.969057548006879e-01	-3.022533e+01	3.022533e+01
4.973940360506879e-01	-3.022533e+01	3.022533e+01
4.980653725101764e-01	-3.022533e+01	3.022533e+01
4.990419350101764e-01	-3.022533e+01	3.022533e+01
5.000184975101765e-01	-3.022533e+01	3.022533e+01
5.009950600101765e-01	-3.022533e+01	3.022533e+01
5.019716225101765e-01	-3.022533e+01	3.022533e+01
5.029481850101765e-01	-3.022533e+01	3.022533e+01
5.039247475101765e-01	-3.022533e+01	3.022533e+01
5.042953728116533e-01	-3.022533e+01	3.022533e+01
5.046170469653982e-01	-3.022545e+01	3.022545e+01
5.049269148784860e-01	-3.022580e+01	3.022580e+01
5.052728315800219e-01	-3.022618e+01	3.022618e+01
5.057440468946820e-01	-3.022634e+01	3.022634e+01
5.065072997104292e-01	-3.022634e+01	3.022634e+01
5.074838622104292e-01	-3.022634e+01	3.022634e+01
5.084604247104292e-01	-3.022634e+01	3.022634e+01
5.094369872104292e-01	-3.022634e+01	3.022634e+01
5.104135497104292e-01	-3.022634e+01	3.022634e+01
5.113901122104292e-01	-3.022634e+01	3.022634e+01
5.123666747104292e-01	-3.022634e+01	3.022634e+01
5.133432372104292e-01	-3.022634e+01	3.022634e+01
5.140673744143749e-01	-3.022634e+01	3.022634e+01
5.144019224977917e-01	-3.022635e+01	3.022635e+01
5.147465411388142e-01	-3.022638e+01	3.022638e+01
5.152056258043239e-01	-3.022648e+01	3.022648e+01
5.156347344673996e-01	-3.022654e+01	3.022654e+01
5.163309120998911e-01	-3.022657e+01	3.022657e+01
5.173074745998911e-01	-3.022657e+01	3.022657e+01
5.182840370998911e-01	-3.022657e+01	3.022657e+01
5.192605995998911e-01	-3.022657e+01	3.022657e+01
5.202371620998911e-01	-3.022657e+01	3.022657e+01
5.212137245998911e-01	-3.022657e+01	3.022657e+01
5.221902870998911e-01	-3.022657e+01	3.022657e+01
5.231668495998911e-01	-3.022657e+01	3.022657e+01
5.239985871589340e-01	-3.022657e+01	3.022657e+01
5.243504393963392e-01	-3.022657e+01	3.022657e+01
5.246844573534309e-01	-3.022672e+01	3.022672e+01
5.250466484966806e-01	-3.022719e+01	3.022719e+01
5.253759575624274e-01	-3.022757e+01	3.022757e+01
5.259116298305226e-01	-3.022775e+01	3.022775e+01
5.267766253972967e-01	-3.022775e+01	3.022775e+01
5.277531878972967e-01	-3.022775e+01	3.022775e+01
5.287297503972967e-01	-3.022775e+01	3.022775e+01
5.297063128972967e-01	-3.022775e+01	3.022775e+01
5.306828753972967e-01	-3.022775e+01	3.022775e+01
5.316594378972967e-01	-3.022775e+01	3.022775e+01
5.326360003972967e-01	-3.022775e+01	3.022775e+01
5.336125628972967e-01	-3.022775e+01	3.022775e+01
5.341700067248126e-01	-3.022775e+01	3.022775e+01
5.344790435363841e-01	-3.022779e+01	3.022779e+01
5.348400545807211e-01	-3.022794e+01	3.022794e+01
5.352405089663023e-01	-3.022811e+01	3.022811e+01
5.356914814598264e-01	-3.022819e+01	3.022819e+01
5.364225429319622e-01	-3.022820e+01	3.022820e+01
5.373991054319622e-01	-3.022820e+01	3.022820e+01
5.383756679319622e-01	-3.022820e+01	3.022820e+01
5.393522304319622e-01	-3.022820e+01	3.022820e+01
5.403287929319622e-01	-3.022820e+01	3.022820e+01
5.413053554319622e-01	-3.022820e+01	3.022820e+01
5.422819179319622e-01	-3.022820e+01	3.022820e+01
5.432584804319622e-01	-3.022820e+01	3.022820e+01
5.440345041126259e-01	-3.022820e+01	3.022820e+01
5.443772995821246e-01	-3.022820e+01	3.022820e+01
5.447168122911096e-01	-3.022827e+01	3.022827e+01
5.451389503252797e-01	-3.022848e+01	3.022848e+01
5.455262276648767e-01	-3.022866e+01	3.022866e+01
5.461553622301736e-01	-3.022873e+01	3.022873e+01
5.471319247301736e-01	-3.022873e+01	3.022873e+01
5.481084872301736e-01	-3.022873e+01	3.022873e+01
5.490850497301736e-01	-3.022873e+01	3.022873e+01
5.500616122301736e-01	-3.022873e+01	3.022873e+01
5.510381747301736e-01	-3.022873e+01	3.022873e+01
5.520147372301736e-01	-3.022873e+01	3.022873e+01
5.529912997301736e-01	-3.022873e+01	3.022873e+01
5.539678622301736e-01	-3.022873e+01	3.022873e+01
5.543275003921997e-01	-3.022873e+01	3.022873e+01
5.546568900120042e-01	-3.022887e+01	3.022887e+01
5.549583401996577e-01	-3.022927e+01	3.022927e+01
5.552845150769311e-01	-3.022967e+01	3.022967e+01
5.557630432302416e-01	-3.022985e+01	3.022985e+01
5.558599001867509e-01	-3.022985e+01	3.022985e+01
5.560536140997694e-01	-3.022985e+01	3.022985e+01
5.564410419258065e-01	-3.022985e+01	3.022985e+01
5.572158975778805e-01	-3.022985e+01	3.022985e+01
5.581924600778805e-01	-3.022985e+01	3.022985e+01
5.591690225778805e-01	-3.022985e+01	3.022985e+01
5.601455850778805e-01	-3.022985e+01	3.022985e+01
5.611221475778805e-01	-3.022985e+01	3.022985e+01
5.620987100778805e-01	-3.022985e+01	3.022985e+01
5.630752725778805e-01	-3.022985e+01	3.022985e+01
5.640518350778805e-01	-3.022985e+01	3.022985e+01
5.643902772665864e-01	-3.022985e+01	3.022985e+01
5.647324730410670e-01	-3.022988e+01	3.022988e+01
5.652003673634443e-01	-3.022996e+01	3.022996e+01
5.656261787674526e-01	-3.023001e+01	3.023001e+01
5.663170857949305e-01	-3.023004e+01	3.023004e+01
5.672936482949305e-01	-3.023004e+01	3.023004e+01
5.682702107949305e-01	-3.023004e+01	3.023004e+01
5.692467732949305e-01	-3.023004e+01	3.023004e+01
5.702233357949305e-01	-3.023004e+01	3.023004e+01
5.711998982949305e-01	-3.023004e+01	3.023004e+01
5.721764607949305e-01	-3.023004e+01	3.023004e+01
5.731530232949305e-01	-3.023004e+01	3.023004e+01
5.739931304715309e-01	-3.023004e+01	3.023004e+01
5.743463628591313e-01	-3.023004e+01	3.023004e+01
5.746795539169938e-01	-3.023019e+01	3.023019e+01
5.750379414838755e-01	-3.023065e+01	3.023065e+01
5.753617802567719e-01	-3.023103e+01	3.023103e+01
5.758886044132930e-01	-3.023120e+01	3.023120e+01
5.767397073055717e-01	-3.023120e+01	3.023120e+01
5.777162698055717e-01	-3.023120e+01	3.023120e+01
5.786928323055717e-01	-3.023120e+01	3.023120e+01
5.796693948055717e-01	-3.023120e+01	3.023120e+01
5.806459573055717e-01	-3.023120e+01	3.023120e+01
5.816225198055717e-01	-3.023120e+01	3.023120e+01
5.825990823055717e-01	-3.023120e+01	3.023120e+01
5.835756448055717e-01	-3.023120e+01	3.023120e+01
5.841560741469078e-01	-3.023120e+01	3.023120e+01
5.844685536935722e-01	-3.023123e+01	3.023123e+01
5.848273010591585e-01	-3.023132e+01	3.023132e+01
5.852357577767435e-01	-3.023144e+01	3.023144e+01
5.856837533601678e-01	-3.023151e+01	3.023151e+01
5.857745431878635e-01	-3.023151e+01	3.023151e+01
5.859561228432550e-01	-3.023151e+01	3.023151e+01
5.863192821540381e-01	-3.023151e+01	3.023151e+01
5.870456007756042e-01	-3.023151e+01	3.023151e+01
5.880221632756042e-01	-3.023151e+01	3.023151e+01
5.889987257756042e-01	-3.023151e+01	3.023151e+01
5.899752882756042e-01	-3.023151e+01	3.023151e+01
5.909518507756042e-01	-3.023151e+01	3.023151e+01
5.919284132756042e-01	-3.023151e+01	3.023151e+01
5.929049757756042e-01	-3.023151e+01	3.023151e+01
5.938815382756042e-01	-3.023151e+01	3.023151e+01
5.942706666603820e-01	-3.023151e+01	3.023151e+01
5.945863249357404e-01	-3.023159e+01	3.023159e+01
5.949003225080536e-01	-3.023184e+01	3.023184e+01
5.952629414880909e-01	-3.023212e+01	3.023212e+01
5.957279646707625e-01	-3.023224e+01	3.023224e+01
5.964813816572218e-01	-3.023224e+01	3.023224e+01
5.974579441572218e-01	-3.023224e+01	3.023224e+01
5.984345066572218e-01	-3.023224e+01	3.023224e+01
5.994110691572218e-01	-3.023224e+01	3.023224e+01
6.003876316572218e-01	-3.023224e+01	3.023224e+01
6.013641941572218e-01	-3.023224e+01	3.023224e+01
6.023407566572218e-01	-3.023224e+01	3.023224e+01
6.033173191572218e-01	-3.023224e+01	3.023224e+01
6.040573565174729e-01	-3.023224e+01	3.023224e+01
6.043944140686868e-01	-3.023225e+01	3.023225e+01
6.047374688906204e-01	-3.023227e+01	3.023227e+01
6.052022351026088e-01	-3.023234e+01	3.023234e+01
6.056292176958038e-01	-3.023239e+01	3.023239e+01
6.063219971328948e-01	-3.023241e+01	3.023241e+01
6.072985596328948e-01	-3.023241e+01	3.023241e+01
6.082751221328948e-01	-3.023241e+01	3.023241e+01
6.092516846328948e-01	-3.023241e+01	3.023241e+01
6.102282471328948e-01	-3.023241e+01	3.023241e+01
6.112048096328948e-01	-3.023241e+01	3.023241e+01
6.121813721328948e-01	-3.023241e+01	3.023241e+01
6.131579346328948e-01	-3.023241e+01	3.023241e+01
6.139950699382500e-01	-3.023241e+01	3.023241e+01
6.143478116516389e-01	-3.023241e+01	3.023241e+01
6.146812963724750e-01	-3.023255e+01	3.023255e+01
6.150410356042531e-01	-3.023298e+01	3.023298e+01
6.153668183206452e-01	-3.023332e+01	3.023332e+01
6.158967872768857e-01	-3.023348e+01	3.023348e+01
6.167528307433190e-01	-3.023348e+01	3.023348e+01
6.168749010558190e-01	-3.023348e+01	3.023348e+01
6.171190416808190e-01	-3.023348e+01	3.023348e+01
6.176073229308190e-01	-3.023348e+01	3.023348e+01
6.182423058571421e-01	-3.023348e+01	3.023348e+01
6.192188683571421e-01	-3.023348e+01	3.023348e+01
6.201954308571421e-01	-3.023348e+01	3.023348e+01
6.211719933571421e-01	-3.023348e+01	3.023348e+01
6.221485558571421e-01	-3.023348e+01	3.023348e+01
6.231251183571421e-01	-3.023348e+01	3.023348e+01
6.239820863121650e-01	-3.023348e+01	3.023348e+01
6.243381155212470e-01	-3.023348e+01	3.023348e+01
6.246696394316960e-01	-3.023360e+01	3.023360e+01
6.249824162589083e-01	-3.023395e+01	3.023395e+01
6.252934643930852e-01	-3.023427e+01	3.023427e+01
6.257775924074657e-01	-3.023442e+01	3.023442e+01
6.265613231859468e-01	-3.023442e+01	3.023442e+01
6.275378856859468e-01	-3.023442e+01	3.023442e+01
6.285144481859468e-01	-3.023442e+01	3.023442e+01
6.294910106859468e-01	-3.023442e+01	3.023442e+01
6.304675731859468e-01	-3.023442e+01	3.023442e+01
6.314441356859468e-01	-3.023442e+01	3.023442e+01
6.324206981859468e-01	-3.023442e+01	3.023442e+01
6.333972606859468e-01	-3.023442e+01	3.023442e+01
6.340881665097396e-01	-3.023442e+01	3.023442e+01
6.344175174653620e-01	-3.023442e+01	3.023442e+01
6.347654029358090e-01	-3.023446e+01	3.023446e+01
6.352126712116418e-01	-3.023452e+01	3.023452e+01
6.356461970814669e-01	-3.023457e+01	3.023457e+01
6.363494315850350e-01	-3.023459e+01	3.023459e+01
6.373259940850350e-01	-3.023459e+01	3.023459e+01
6.383025565850350e-01	-3.023459e+01	3.023459e+01
6.392791190850350e-01	-3.023459e+01	3.023459e+01
6.402556815850350e-01	-3.023459e+01	3.023459e+01
6.412322440850350e-01	-3.023459e+01	3.023459e+01
6.422088065850350e-01	-3.023459e+01	3.023459e+01
6.431853690850350e-01	-3.023459e+01	3.023459e+01
6.440058803655613e-01	-3.023459e+01	3.023459e+01
6.443558896895138e-01	-3.023459e+01	3.023459e+01
6.446910161277959e-01	-3.023470e+01	3.023470e+01
6.450582942058708e-01	-3.023504e+01	3.023504e+01
6.453949194882787e-01	-3.023532e+01	3.023532e+01
6.459424186290952e-01	-3.023545e+01	3.023545e+01
6.460528593855442e-01	-3.023545e+01	3.023545e+01
6.462737408984424e-01	-3.023545e+01	3.023545e+01
6.467155039242387e-01	-3.023545e+01	3.023545e+01
6.475990299758313e-01	-3.023545e+01	3.023545e+01
6.485755924758313e-01	-3.023545e+01	3.023545e+01
6.495521549758313e-01	-3.023545e+01	3.023545e+01
6.505287174758313e-01	-3.023545e+01	3.023545e+01
6.515052799758313e-01	-3.023545e+01	3.023545e+01
6.524818424758313e-01	-3.023545e+01	3.023545e+01
6.534584049758313e-01	-3.023545e+01	3.023545e+01
6.541115638751785e-01	-3.023545e+01	3.023545e+01
6.544350843608677e-01	-3.023546e+01	3.023546e+01
6.547866795043569e-01	-3.023550e+01	3.023550e+01
6.552206124183640e-01	-3.023557e+01	3.023557e+01
6.556591163423480e-01	-3.023562e+01	3.023562e+01
6.563702982178297e-01	-3.023563e+01	3.023563e+01
6.573468607178297e-01	-3.023563e+01	3.023563e+01
6.583234232178297e-01	-3.023563e+01	3.023563e+01
6.592999857178297e-01	-3.023563e+01	3.023563e+01
6.602765482178297e-01	-3.023563e+01	3.023563e+01
6.612531107178297e-01	-3.023563e+01	3.023563e+01
6.622296732178297e-01	-3.023563e+01	3.023563e+01
6.632062357178297e-01	-3.023563e+01	3.023563e+01
6.640140768174793e-01	-3.023563e+01	3.023563e+01
6.643620173548423e-01	-3.023563e+01	3.023563e+01
6.646983940050830e-01	-3.023573e+01	3.023573e+01
6.650713933465778e-01	-3.023603e+01	3.023603e+01
6.654162473483124e-01	-3.023629e+01	3.023629e+01
